reference,candidate,score,ter_score,label
"us exports fell to a five-month low of us$ 95.6 billion while us imports rose 1.3% to a record us$ 155.8 billion as the orders for imported oil increased over 2 billion dollars , up 1.3% , to a record us$ 14.2 billion .","u.s. exports fell to a five-month low of u.s. $ 95.6 billion . meanwhile , as u.s. imported oil rose to u.s. $ 14.2 billion , an increase of over u.s. $ 2 billion or 1.3 percent , imports thus increased by 1.3 percent , reaching an all-time high of u.s. $ 155.8 billion .",0.4247,0.6909090909090909,0
the trade gap rose 7.7% from last october's revised us$ 56 billion and a huge 50.8% from november 2003's us$ 40 billion .,the trade deficit increased by 7.7 percent from last october's revised u.s. $ 56 billion and a huge 50.8 percent increase from u.s. $ 40 billion in november the year before .,0.5263,0.5625,0
"according to a survey conducted by cbs ' marketwatch , wall street economists had expected the trade deficit on goods and services to shrink to around us$ 53.3 billion .","according to a survey CBS market watchdog , the wall street economists forecast for goods and services trade deficit will decline to about 533 million dollars .",0.5429,0.6666666666666666,1
"the us trade deficit is still growing despite a weakening dollar , which has made us goods cheaper at home and abroad .","despite a weak u.s. dollar that makes goods produced in the u.s. cheaper at home and abroad , the u.s. trade deficit continues to expand .",0.4000,0.7692307692307693,0
today's report from the commerce department will put pressure on the dollar and renew calls for washington to do something about us energy independence and the trade imbalance between the us and china .,the report released by the commerce department today will add pressure on the dollar and revive appeals for washington to take action in u.s. energy independence and the resolution of the u.s.-china trade imbalance .,0.5000,0.4857142857142857,0
"the decline of us exports last november was caused by a us$ 1.4 billion drop in capital goods , including us$ 325 million in aircraft and aircraft engines .","a drop in u.s. exports last november was caused by a reduction of u.s. $ 1.4 billion in capital goods , including u.s. $ 325 million in aircraft and aircraft engines .",0.6341,0.34375,0
"exports of industrial materials , mainly energy , fell by us$ 800 million .",the export of industrial materials dropped eight billion dollars in energy .,0.3245,0.9166666666666666,1
"exports of autos , consumer goods and food also declined .","cars , goods and food exports have declined .",0.6228,0.6666666666666666,1
"japanese defense chief : never forget militaristic history , respect neighboring nations ' dignity",japanese defense agency chief : not to forget the history of the armed forces respect the dignity of the neighbouring countries,0.3810,0.6666666666666666,1
"the director general of japan's defense agency , yoshinori ono , said today that even with japan's high profile in the world , it would not forget its militarist history and would keep in mind neighboring asian countries ' "" dignity "" .","the japanese defense agency chief big success , said today that the oau in the international community to take a high profile , not forgotten militarism and history will be our asian neighbours "" dignity "" bearing in mind .",0.5103,0.8,1
"asked about concerns likely to rise upon japan sending its self defense forces ( sdf ) to the tsunami-hit areas of south asia , ono said , "" when we have contacts with southeast asian countries , we should never forget the past . ""","japan and the dispatch of sdf to south asia tsunami disaster may lead to unrest , the country , said : "" when our dealings with southeast asian countries , we should never forget the past .",0.5443,0.7027027027027027,1
"he told reporters , "" we must establish a kind of relationship whereby we can tell our friendly neighbors that we are friendly .","he told reporters , "" we must build relations with friendly countries so that we can tell them that we have good intentions .",0.5833,0.5,0
"when looking back at the past , we should fully respect other countries ' dignity . ""","we should pay full respect to the dignity of other countries while looking at the past as it was . """,0.5714,0.7619047619047619,0
"ono specifically talked about this year as marking the 60th anniversary of the end of the second world war . "" we hope we can be reborn and cooperate with the new era , "" he said .","ono specifically mentioned that this year marked the 60th anniversary of the end of the second world war . he said , "" we want to be reborn and cooperate for the sake of a new era . """,0.7692,0.41025641025641024,0
"ono has just concluded a tour of several tsunami-hit south asian countries . he said that when the indonesian leader told him that the relief operation by japan's sdf should come to an end no later than the end of march , he felt the "" dignity "" of an independent nation .","ono just finished his visit to several south asian tsunami-ravaged countries . he said that he felt the "" dignity "" of an independent nation when the indonesian leader told him that the japanese self-defense forces should finish their rescue mission no later than the end of march .",0.7147,0.40816326530612246,0
the un has expressed its concern over the time limit for foreign troops set by the indonesian government .,the indonesian government has been imposed on foreign forces expressed concern over the period .,0.5106,0.8666666666666667,1
foreign troops have been widely praised for offering aid to the most remote tsunami survivors .,by foreign forces and the most remote tsunami survivors .,0.3842,1.0,1
nearly 1000 japanese sdf soldiers are heading to countries that were hit by the tsunami on december 26th . the death toll of the disaster has exceeded 163000 .,close to 1000 japanese self-defense personnel are heading toward countries hit by the tsunami of december 26 . over 163000 people died in this natural disaster .,0.5503,0.6666666666666666,0
this is the largest deployment operation of japan's sdf since the end of the second world war .,"this is the second world war , japan's self-defense forces since the deployment of peacekeeping operations .",0.6656,0.5882352941176471,1
japan's constitution imposed by the united states after the war renounces the use of force by the sdf .,the japanese postwar constitution stipulates the sdf not to use force .,0.3255,1.25,1
political interference in nhk program ? war of words erupts in japanese media,political intervention in nhk program . japanese media touch off debates,0.4548,0.7272727272727273,0
allegations that the public-owned japan broadcasting corp . ( nhk ) had been pressured by politicians several years ago to soft-pedal a program on japan's legacy of sexual enslavement during world war ii have pitted liberal japanese media against their conservative counterparts .,"according to the public of the japan broadcasting corporation ( NHK ) because of the political pressures , a few years ago at a time when the war forced the comfort of programme content . the japanese liberal media for conservative peers and position .",0.4000,0.8222222222222222,1
"liberal japanese media have attacked nhk for leaving out large portions of interviews it had conducted with mostly critics of japan's wartime conduct and victims of sex slavery , allegedly after discussions with senior political leaders .","according to sources , nhk cut the majority of the interview contents in the program after discussing it with top politicians . most of the interviewees were critics of japanese wartime behavior and victims who were forced to become prostitutes . nhk's action had solicited criticism from the liberal media .",0.3333,0.8627450980392157,0
"but conservative newspapers have defended nhk's editing of the program , saying that nhk executives have a duty to ensure the fairness and objectiveness of their programs .","however , conservative newspaper NHK revisions to programme content of decisions that the senior managers have the responsibility to ensure fair and objective programming .",0.4257,0.84,1
the controversy erupted last week over a 2001 program that featured a mock trial on sex slavery of comfort women in the japanese military during the war .,"the dispute , which focused on a program aired in 2001 about a mock trial of the crime committed by the japanese army of forcing women to become prostitutes during the war , erupted last week .",0.5405,0.7027027027027027,0
"the trial , held by a women's rights group in tokyo in december 2000 , found the late emperor hirohito guilty of allowing the slavery of comfort women during japan's occupation of asian nations .","this trial is a feminist groups from tokyo in december 2000 , the final decision on it held the conviction that the japanese occupation in asian countries to allow the japanese army during the comfort women .",0.4865,0.8108108108108109,1
"historians say at least 200000 young women , mostly korean but also from taiwan , china , the philippines and indonesia , were forced to serve as comfort women in frontline japanese army brothels during the war .","historians said that at least 200000 young women were forced to become prostitutes at frontline japanese brothels during the war . most of them came from korea , but there were also women from taiwan , china , the philippines , and indonesia .",0.6818,0.6136363636363636,0
"the program's chief producer satoru nagai held a tearful news conference on the 13th noting that just before the program was to be aired senior nhk officials had met with lawmakers of the ruling liberal democratic party , shinzo abe and shoichi nakagawa , who expressed concerns over the program .","the producers ' long wells , bowing down in tears at a press conference , said in a ,NHK former senior officers and the ruling ldp parliamentarians abe zhao jincheng three and a meeting to show their concern .",0.2469,1.1538461538461537,1
nagai said top nhk officials then re-edited and shortened the program .,"according to nagai , nhk top officials then re-edited the program and watered down its contents .",0.5882,0.6470588235294118,0
""" nhk bowed to political pressure , "" he said .","he said : "" NHK to political pressure . """,0.8144,0.6,1
"abe and nakagawa admitted meeting with nhk officials and telling them to be "" fair "" but strongly denied pressuring the broadcaster .","abe and nakagawa admitted that they had met with nhk personnel and told them that they had to be "" fair "" , but strongly denied that they had exerted pressure on the company .",0.5143,0.4857142857142857,0
eurozone indicators show core inflation under control,eurozone indicators show core inflation under control,1.0000,0.0,0
economists said today that eurozone indicators to be released this week would show that core inflation still remains under control .,economists said today that this week by the euro zone economic data will show that the core inflation remains under control .,0.6364,0.45454545454545453,1
"meanwhile , eurozone industrial output and french consumer spending are both expected to decline .","meanwhile , the euro zone industrial production and consumer spending is expected to decline both .",0.6875,0.5,1
"when the european union's statistics service releases inflation figures on the 20th this month , they are expected to confirm that inflation will rise slightly to 2.3% in december from 2.2% in november .",it is expected that the european union's statistics service will confirm the inflation rate is up a little from 2.2 percent in november to 2.3 percent in december when it releases inflation figures on the 20th .,0.7027,0.6756756756756757,0
"but the increase is largely a reflection of tobacco tax increases , and core inflation is expected to remain at 1.9% .","however , largely reflecting the increase in cigarette tax , is the core inflation will remain at 1.9% .",0.5595,0.6842105263157895,1
core inflation figures will be released together with the consumer prices figures .,core inflation figures and consumer price index figures will be released together .,0.7692,0.38461538461538464,0
"economists point out that core inflation , which excludes food , energy , tobacco and alcohol prices , has remained at a 1.6-2% range for the past two years .","economists pointed out that core inflation , which excludes food , energy , tobacco , and alcohol prices , has remained at 1.6 to 2.0 percent for the past two years .",0.8178,0.1875,0
european central bank president trichet said on the 13th that short-term price pressures have diminished recently .,"the european central bank , said john rupert , short-term price pressure has been reduced .",0.4697,0.625,1
"while inflation will remain above 2% in the coming months , it is likely to fall below this level by the end of the year .","although inflation will remain above 2 percent in the next few months , a decrease is expected by the end of the year .",0.6251,0.5416666666666666,0
"meanwhile , another economist says a weak number is expected to be released for the eurozone's november industrial output on the 18th , given recent evidence of weak growth in germany .","meanwhile , another economist stated that a decrease in eurozone november industrial output to be released on the 18th is expected due to a slowdown in growth in germany .",0.6237,0.5666666666666667,0
german output declined 1.7% in november and economists polled by afp's financial news subsidiary afx news expect eurozone output to fall 0.4% in november following the 0.5% drop recorded in october .,"german industrial production fell by 1.7% in november , the agence france presse news agency , the economists of the survey showed that industrial production decreased by 0.5% in october and november after falling 0.4 percent .",0.4359,0.8108108108108109,1
schmieding of the bank of america says a rebound in eurozone output is likely in december .,schmieding of the bank of america said that eurozone output may rebound in december .,0.7001,0.4,0
bureaucracy hits tsunami refugees twice,bureaucracy blows second strike to tsunami victims,0.2857,0.8571428571428571,0
"three weeks after the strongest tsunami in history , surviving refugees are fighting with bureaucracy and political domination while the world's attention has already been distracted to other places .","in the history of the most powerful tsunami hit three weeks after the victims , survivors now and bureaucracy and politicized confrontation and other vices in the global focus has shifted elsewhere .",0.4242,0.8484848484848485,1
"with thousands of decaying corpses gradually unearthed from the rubble , the death toll of the december 26th tsunami disaster has exceeded 168000 . meanwhile , the upcoming iraqi election and president bush's inauguration will replace the tsunami disaster to become the world media's headline news .","thousands of decomposed bodies are continuously being unearthed from the rubble , bringing the death toll of the december 26 tsunami to over 168000 people . at the same time , the approaching iraqi election and president bush's inauguration have replaced the tsunami as the headlines of the global media .",0.5686,0.5294117647058824,0
indonesia has backtracked on a demand that foreign troops engaged in humanitarian relief operations will withdraw within 3 months .,"indonesia was involved in humanitarian rescue mission for the foreign troops withdrawal in three months , but subsequently withdrew this request .",0.3182,0.7727272727272727,1
"in thailand , leaders of canada , sweden , norway and finland are discussing the reconstruction project and efforts to identify the dead .","in thailand , the leaders of canada , sweden , norway , and finland are meeting to discuss the reconstruction and body-identification work .",0.7917,0.4166666666666667,0
"however , survivors are facing new difficulties . for instance , the deep-rooted bureaucracy in indonesia has hindered the delivery of relief materials pouring in from around the world .","however , the survivors face new difficulties , such as indonesia deeply rooted bureaucracy which hampers global flow of relief supplies .",0.3792,0.9545454545454546,1
""" we are like persons who do not exist . we have been hit hard by the disaster , lost everything and are famished , "" said busriadi , a fisherman from a little fishing village in aceh province's capital , banda aceh , on indonesia's sumatra island .","in sumatra island aceh province near the capital of aceh , a small village in taiwan , he said : "" we are non-existent , tsunamis let us dearly , we all face starvation . """,0.3872,1.2222222222222223,1
"he asked , "" where are the food , clothes and other relief pouring into aceh as we have seen on television ? ""","he said : "" we saw on television that the influx of food , clothing and other relief materials to nowhere ? """,0.5412,0.6956521739130435,1
"busriadi , like thousands of other refugees , lost his identity cards and other official documents in the tsunami , making his quest for aid a nightmare .","like thousands of other victims , busriadi lost his identification card and other official documents , thus turning his efforts in getting aid into a nightmare .",0.6781,0.5555555555555556,0
"despite begging officials for help and daily hurrying back and forth going through formalities , the results have always been the same : no aid .","despite his pleading with officials and bustling about everyday going through the formalities , the result is the same : no aid .",0.5343,0.6086956521739131,0
zeng qinghong reportedly paid visit to zhao ziyang before the latter's death,zeng qinghong believed to have visited zhao ziyang at his death bed,0.5000,0.6666666666666666,0
"the hong kong-based china information center for human rights and democracy says vice president zeng qinghong paid a visit to zhao ziyang , the purged former general secretary of the communist party of china ( cpc ) , before he died early this morning in a hospital .","the hong kong-based information center for human rights in china stated that zeng qinghong , vice president of the people's republic of china , visited the deposed former party secretary general of the chinese communist party , zhao ziyang , at the hospital before he passed away this morning .",0.6800,0.58,0
"the information center has cited zhao ziyang's family members as saying zeng qinghong visited him at 6:00 am in a beijing hospital , about one hour before he died at the age of 85 .","the information center said that according to zhao's family , zen qinghong visited zhao at a beijing hospital at 6 a.m . today . zhao passed away about an hour later , at the age of 85 .",0.5250,0.6052631578947368,0
"zhao ziyang served as cpc general secretary and premier , but was ousted for opposing the use of military force to suppress the 1989 democratic movement at tiananmen square . he has since been under house arrest and regarded as an unpopular figure by the government .",zhao ziyang was once the party secretary general of the chinese communist party and the prime minister . he was ousted in 1989 for his opposition to the suppression by force of the democratic movement in tiananmen square . he was later held under house arrest and was considered an unwelcome figure by the government .,0.5357,0.5892857142857143,0
"the information center has cited zhao's family members as saying the incumbent premier wen jiabao , who used to work for zhao ziyang , had not paid a visit to him when he was seriously ill .","information center said that according to zhao family , who worked in zhao ziyang's incumbent premier wen jiabao , wu said he did not visit .",0.4031,1.0384615384615385,1
"however , before zhao ziyang fell into a coma on the 14th , tian jiyun , a retired member of the cpc central committee and his former assistant , visited him .","however , zhao ziyang , the unconscious , he served as assistant retired members of the cpc central committee , tian jiyun on him .",0.6046,0.72,1
the china information center for human rights and democracy has been in contact with zhao's family and for years has been releasing accurate news about zhao ziyang at appropriate time .,the information center for human rights in china has kept contact with zhao's family and has been releasing timely and accurate information on zhao ziyang's situation for years .,0.7403,0.4482758620689655,0
"the information center said some 20 retired senior party , government and military officials planned to write an open letter to the cpc , calling for a reappraisal of zhao ziyang's contributions and an open memorial service for him .","the information center indicated that approximately 20 retired key members of the party , the government , and the army planned to issue an open letter to the chinese communist party calling for the reevaluation of zhao ziyang's contributions and asking to hold a public memorial service for him .",0.6000,0.44,0
"the information center also said that zhao ziyang's family will not be allowed to hold or prepare for a funeral , and relevant arrangements will be finally decided by the party .",the center added that zhao's family would not be allowed to hold or make arrangements for the funeral ; all final decisions on related arrangements will be made by the party .,0.5938,0.53125,0
"zhao ziyang's wife , liang boqi , is 86 now .","zhao ziyang wife , ms leung , aged 86 .",0.5429,0.5,1
"the information center said that due to concerns about her health , she had still not been informed about her husband's death as of this evening .","information center said that since her poor health , and this evening , was not informed husbands are dead .",0.4228,0.95,1
"zhao ziyang passes away , china urged to move toward democratization",democratization urged in china after zhao ziyang's death,0.3436,1.25,0
"after the former leader of the communist party of china ( cpc ) , zhao ziyang , died of illness today , world figures have highly praised him while japanese prime minister junichiro koizumi , the taiwan government and overseas democratic movement activists have all called on beijing to carry out zhao ziyang's ideas of democratic reform .","after former chinese communist party leader zhao ziyang died of an illness today , people around the world spoke highly of him while japanese prime minister koizumi junichiro , the taiwan government , and overseas chinese democratic figures all called on beijing to implement zhao ziyang's democratic reform ideas .",0.7328,0.6,0
zhao ziyang was dismissed from office for opposing the military suppression of the 1989 democracy movement at tiananmen square . he was put under house arrest and remained so until his death this morning at a beijing hospital at the age of 85 .,"chao tzu-yang against military repression by the 1989 pro-democracy movement at tiananmen square , which was ousted in the house passed the residual life , in beijing this morning , the hospital .",0.3474,0.9696969696969697,1
"jiji press reported japanese prime minister koizumi as saying , while mourning for zhao ziyang , that , "" i hope they ( china ) are committed to democratization .","according to jiji press , japanese prime minister koizumi in memory of zhao ziyang stated : "" i hope they ( china ) is committed to democratization . """,0.6663,0.4827586206896552,1
taiwan has also appealed to china to carry out political and democratic reform after zhao ziyang's death .,taiwan also urged china to implement democratic and political reforms after the death of zhao ziyang .,0.6101,0.7647058823529411,0
"chinese overseas democracy movement activists have praised zhao ziyang as "" one of china's greatest reformers "" , who sacrificed his political life in order to oppose the bloody suppression of the democracy movement at tiananmen square .","overseas chinese people , "" zhao ziyang was praised china's greatest reformer , one of the opposition to the bloody crackdown on pro-democracy movement at the expense of their own political life .",0.5469,0.8484848484848485,1
""" during his suffering under house arrest for 15 years , he publicly advocated the need for political reforms and progress towards a government of law and democracy , "" said lian shengde , once a student movement leader and now president of the new york-based free china movement .","once a student leader of the freedom of movement in new york , chinese president said : "" when he was under 15 years , he openly advocated the need for political reform , towards the rule of law and democracy .",0.5707,0.9047619047619048,1
""" zhao ziyang will be fondly remembered as a true democrat and a person of principle . ""","zhao ziyang would cultivate a truly democratic and principled . """,0.2887,1.0909090909090908,1
some democracy movement activists have requested the chinese government hold a public funeral for zhao ziyang and give fair appraisal to his achievements .,"some pro-democracy activists from the chinese government for zhao ziyang public funeral held for his achievements , and a fair evaluation .",0.6641,0.6363636363636364,1
"however , they have acknowledged that zhao ziyang will not be offered such courteous service , as the chinese government fears that people who are disgruntled with the communist rule will make use of this opportunity to make disturbances .","they recognized that zhao ziyang was unlikely that the chinese government is concerned that under communist rule , people will use this opportunity to create disturbances .",0.4348,0.9629629629629629,1
the 1989 student democratic movement was prompted just by the death of reformist party leader hu yaobang .,the 1989 student movement was provoked by the death of reformist leader hu yaobang .,0.7641,0.26666666666666666,0
"xinhua news agency reported briefly today that comrade zhao ziyang died in beijing due to illness , which was the only official announcement on the matter .",today issued a brief news reports said that comrade zhao ziyang's died because of illness in beijing is the only official on the matter .,0.5908,0.6,1
un : rich countries fail to fulfill commitment to reduce poor population,the united nations : a state failed to fulfil its commitments to reduce poverty,0.2857,0.7857142857142857,1
a un appointed expert panel says in a new report that rich countries have so far failed to fulfill their commitments when they promised to offer aid to reduce half of the world's extremely poor population by 2015 .,"a united nations panel of experts appointed in a recent report , promised to provide financial assistance to the next five years ago the world of extreme poverty by half by rich countries , is not fulfilling their commitments .",0.4500,0.85,1
"the world's rich countries had promised to take part in the ambitious un "" new millennium development goal "" program in order to improve the fate of the world's poor and suffering .","rich nations worldwide have committed themselves to the un's ambitious "" millennium development goals "" project to improve the fate of the poor and suffering in the world .",0.6008,0.6896551724137931,0
"however , over 1 billion people in the world live on less than one us dollar and some 2.7 billion people live on less than two us dollars every day . un experts say there is almost no time left for rich countries to fulfill their commitments .","however , with more than 1 billion people worldwide living on less than u.s. $ 1 a day and 2.7 billion surviving on less than u.s. $ 2 per day , un experts noted that time is running out for the rich nations to honor their word .",0.4815,0.6041666666666666,0
""" with the right mobilization of resources and political will , and reform in developing as well as in developed countries , these goals are still achievable , "" said brown , head of the un development program .","the united nations development program director brown said : "" with the resources and political will to mobilize the right to development as well as in developed countries , these objectives can be reached . """,0.5878,0.8055555555555556,1
un experts say the world's 22 rich nations have promised to offer 0.7% of their gross domestic product ( gdp ) to aid developing countries but they are now providing only 0.25% .,"un experts stated that 22 rich nations in the world have promised to provide 0.7 percent of their gross national product to assist developing countries , but that at present , they are only offering 0.25 percent .",0.6053,0.6052631578947368,0
"un secretary general annan has commissioned former harvard economist sachs to lead a team of development experts to prepare this report on the progress of the goals , which includes extreme poverty elimination , achieving universal elementary education , child mortality reduction and the fight against aids and other deadly diseases .","un secretary general annan commissioned development experts headed by former harvard economist sachs to prepare the report on the progress of the goals , which include eliminating extreme poverty , making primary education universal , lowering the child mortality rate , and fighting hiv / aids and other fatal diseases .",0.7114,0.49019607843137253,0
""" in fact , the ways to practically resolve the problems already exist , the political structures have been set up and the costs are affordable for the first time . what is needed now is action , "" the report says .","the report said : "" the real solution , the political framework established at the first time , it can afford it , will now take action only . """,0.3458,1.1666666666666667,1
un announces establishment of global disaster warning system,the united nations announced the establishment of a global disaster warning system,0.5000,0.5,1
the united nations has announced it will set up a global disaster warning system to predict large natural disasters .,the united nations announced the setting up of a global disaster warning system to prevent major natural disasters .,0.6991,0.3684210526315789,1
"however , differences remain over which country's technology will be used in the disaster warning system in the wake of the south asian tsunami tragedy .","however , following the south asian tsunami disaster , there are still debates on which country's technology should be used in this disaster system .",0.5765,0.68,0
"several un agencies said in a joint statement after a global conference in kobe , japan , that un experts would create a global disaster system to reduce the damage resulting from large natural disasters .","united nations organizations in kobe , japan , the global conference held after the joint united nations publication , said experts would establish a global disaster warning system to reduce the damage of major natural disasters .",0.6216,0.5405405405405406,1
the large disaster caused by the south asian tsunami has outraged indian ocean nations .,the south asian seas where significant damage to the development of the indian ocean rim countries .,0.4118,0.6470588235294118,1
""" the new program will bring peace and security to mankind , "" said briceno , director of the international strategy for disaster reduction .","disaster reduction , organized by the international strategy for the newmont sin said : "" this new program will bring peace and security .",0.7194,0.625,1
""" an effective early warning system can protect the lives and safety of millions of people around the world . ""","an effective early warning system will safeguard the world , millions of lives and security . """,0.6044,0.6470588235294118,1
but the un statement is largely symbolic .,but the majority of the united nations statement only symbolic significance .,0.4167,0.6666666666666666,1
"officials of the un educational , scientific and cultural organization ( unesco ) say more important discussions will be held on the disaster warning system .",unesco officials expressed on this set of disaster warning system is more important .,0.3031,1.4285714285714286,1
the unesco is leading the effort to set up a global disaster warning system .,unesco is heading the establishment of a global disaster alert system .,0.5192,0.5833333333333334,0
""" several countries have raised their proposals now so we need to do the work of coordination , "" said bernal , head of unesco's intergovernmental oceanographic commission .","under the unesco intergovernmental oceanographic commission director bernard said : "" there are several countries offered various plans and therefore we need to coordinate cooperation . """,0.4471,0.9259259259259259,1
"bernal says the commission will hold two meetings within 60 days , in hopes of picking one of the countries ' tsunami warning systems .","bernal said that the commission will hold two meetings in 60 days , hoping that a decision on which tsunami alert system to use can be reached in these two meetings .",0.4062,0.65625,0
one meeting will be held in paris and the other has yet to be determined .,one of the meetings will take place in paris while the other is yet to be determined .,0.6111,0.3888888888888889,0
"bernal hopes that a decision can be finalized in july . the global disaster warning system will be completed and be running by mid-2006 , which is also the target date set by the unesco .","bernard hope to reach a decision in july , the global disaster warning system in 2002 for completion in mid june , the unesco set a target date .",0.4334,0.8275862068965517,1
beijing hiv positive cases rise by 40% annually,beijing aids virus infection increased 40%,0.3221,1.0,1
"xinhua news agency report of december 1st from beijing ( by staff reporters zhao xinpei and li xu ) - beijing's municipal health bureau recently released the latest figures on hiv carriers in beijing . between 1985 and october 2004 , a total of 2046 hiv carriers were reported , with an average annual increase of 40.6% .","xinhua news agency , beijing , december 1 ( zhao xinpei , li xun ) - the beijing health ministry announced the newest figure of hiv / aids carriers in beijing a few days ago : from 1985 to october 2004 , an accumulated total of 2046 hiv / aids cases were reported in beijing and the number is increasing at an average annual rate of 40.6 percent .",0.5507,0.6231884057971014,0
"according to national aids statistics , beijing ranks 8th nationwide in the number of hiv positive cases reported .",the state hiv / aids statistics data showed that the number of hiv / aids carriers reported in beijing is the eighth highest in the nation .,0.3704,0.7777777777777778,0
"the 2046 confirmed hiv carriers included 403 beijing residents , 1507 migrants , 106 foreign nationals and 30 people with an unclear address .","among the 2046 hiv / aids carriers , 403 are beijing residents , 1507 are floating population from other parts of the country , 106 are foreigners , and 30 are people with unknown address .",0.4722,0.5833333333333334,0
analysis shows that most of beijing residents ' aids cases are related to intravenous drug use and through sex activities . migrants ' aids cases are mainly related to intravenous drug use and through blood adoption and donation while foreigners ' cases are mainly related to sex activities .,"according to analysis , beijing residents contracted hiv / aids mostly through intravenous drug abuse and sexual transmission , the floating population contracted hiv / aids mainly through intravenous drug abuse and blood transfers , while foreigners contracted hiv / aids mainly through sexual transmission .",0.4073,0.8043478260869565,0
"to prevent the further spread of the aids epidemic , disease prevention and control centers in 18 districts and counties of beijing have , starting in july 2004 , established free aids consultation offices and antibody screening labs to offer face-to-face consultations , preliminary blood screening and epidemic investigations . such services will also be gradually offered by all hospitals of grade two or above in the city .","to prevent further spread of aids , starting from july 2004 , the 18 districts and counties of the centre for disease control and prevention of an aids advice free of antibodies in screening room and laboratory and face-to-face advisory , blood tests at the beginning , epidemiological investigations , and will be gradually extended to the second level and above the city hospital .",0.6076,0.7230769230769231,1
the municipal public health bureau has selected ditan and you ' an hospitals as two designated hospitals in beijing to offer free treatment for aids patients and be responsible for the clinical services of such free treatment . the municipal health and the municipal finance bureaus are responsible for uniformly organizing purchases of the medicines and test kits needed in the treatment .,"the beijing municipal health authority specified in the hospital , explains one hospital in beijing aids sentinel hospital for treatment free aids treatment free of clinical and medical reagents needed by the beijing municipal health and municipal financial bureau of the organization of centralized procurement .",0.3906,1.065217391304348,1
beijing's municipal education commission has reviewed and adopted a policy offering free education to children of hiv carriers and aids patients as well as an educational policy for students living with hiv / aids .,"the beijing commission of education has drawn up a free educational policy for hiv / aids carriers and their children , as well as the schooling policy for hiv / aids carriers among teenage students .",0.6389,0.6666666666666666,0
"currently , hospitals of grade two or above and with departments of gynaecology and obstetrics are responsible for offering free aids consultations and screening . ditan and you ' an hospitals have been selected to offer anti-virus treatment for pregnant women .","at present , grade-2 and above hospitals across the city that are equipped with gynecology and obstetrics wards will assume the responsibilities of free hiv / aids consultation and screening , while di tan hospital and you an hospital will provide antiviral medical treatment for pregnant women .",0.4375,0.75,0
"so far , 1390 condom vending machines have been installed free of charge in some districts . methadone treatment has been promoted among intravenous drug users and a clean needle exchange trial program has also been launched .","currently , 1390 automatic condom vending machines have been installed in some areas at no charge . among intravenous drug addicts , methadone maintenance treatment has been launched and pilot locations for clean needle exchange have been established .",0.6667,0.5641025641025641,0
shanghai tops world in power generation equipment output and capacity,shanghai power generating equipment output and production capacity leap to world best,0.5833,0.6666666666666666,0
"xinhua news agency report of december 1st from shanghai ( by staff reporter jiang wei ) - following the test run of a 660 mw power generation unit , shanghai steam turbine generator co . , ltd attached to the shanghai electric and power station group on the 1st reached its target for an annual production of power generation units with a total capacity of 15000 mw ahead of schedule . this enables shanghai to top the world in terms of both the production of power station equipment and production capacity , thus fulfilling the long-cherished wishes of several generations of people working in china's equipment manufacturing sector .","shanghai , december 1 ( xinhua ) the microsoft a 66 million kw generating units began operation ended , the shanghai electric power station in shanghai group corporation has completed ahead of schedule 1 to 15 million kw units in the production , making shanghai power plant equipment manufacturing output and imports , a chinese equipment manufacturing industry by several generations .",0.2796,1.435483870967742,1
shanghai electric and power station group is china's largest power station equipment manufacturing base .,the shanghai electrical power stations is china's largest power station equipment manufacturing base .,0.7315,0.35714285714285715,1
"over the past several years , due to the rapidly rising demand for power generation equipment in china , power generator manufacturers entered a stage of high growth and great development .","with the rapid growth in the demand for power-generating equipment in china in recent years , power generator manufacturers across the country have entered a phase marked by huge growth and major development .",0.5294,0.6764705882352942,0
shanghai electric and power station group has combined its advantageous reserve of turbine generator and power station boiler equipment to win via public bidding the order for manufacturing nine units of heavy-duty gas turbine generators and 3 exhaust heat boilers after contracting for four 1000 mw thermal power generation units .,"the shanghai electric power plant steam turbines group , such as power station equipment advantage in resources to successor has four million kw coal-fired generating units at and after the tender was 9 heavy-duty gas-powered units and three residual heat boiler production orders .",0.3877,1.0,1
"meanwhile , the integration of operations has further improved the firm's management , technological development and production efficiency .","meanwhile , through the integration and further improve the management , technology development and production efficiency .",0.6798,0.4117647058823529,1
"currently , shanghai electric and power station group holds a 40% market share in china's power station equipment sector and is continuing to expand its overseas markets in regions such as the middle east , southeast asia and south america .","at present , shanghai electric power plant has a group of chinese power plant equipment industry , and 40 percent market share in the middle east and south-east asia , south america , continuously expand overseas markets .",0.5922,0.7105263157894737,1
"in this year alone , shanghai steam turbine company has won contracts for power generator's main engine parts worth 6 billion yuan .","this year only , as power generation equipment at the shanghai turbine engine components , has received 60 million yuan worth of sales orders .",0.4400,0.84,1
"the president of shanghai electric and power station group , zheng jianhua said that this summer's "" power shortage "" had resulted in sharply rising demand for power station equipment and that the power station equipment market had seen increasingly fierce competition .","zheng jianhua , president of shanghai electric group , said that the "" power shortage "" this summer had boosted the demand for power plant equipment across the country . the competition in the power plant equipment manufacturing market is gradually becoming white-hot .",0.6364,0.5909090909090909,0
